Order_ID,Order_Date,Customer_ID,Product_Category,Sub_Category,Sales,Quantity,Profit,Discount
ORD00320,2025-06-19,CUST0057,Technology,Printers,1826.84,4,474.43,0.05
ORD00321,2025-05-29,CUST0107,Technology,Laptops,2649.37,5,734.03,0.0
ORD00322,2024-08-04,CUST0024,Furniture,Tables,2786.53,7,139.8,0.05
ORD00323,2024-11-23,CUST0044,Office Supplies,Labels,243.11,6,44.55,0.1
ORD00324,2025-12-18,CUST0074,Furniture,Chairs,1377.32,5,86.28,0.2
ORD00325,2024-04-18,CUST0047,Office Supplies,Binders,549.21,5,139.36,0.15
ORD00326,2024-02-08,CUST0090,Office Supplies,Envelopes,170.08,2,47.84,0.0
ORD00327,2024-02-20,CUST0034,Accessories,Mice,1210.38,6,167.08,0.1
ORD00328,2024-08-21,CUST0046,Office Supplies,Binders,163.29,2,29.74,0.25
ORD00329,2025-03-28,CUST0054,Office Supplies,Paper,378.57,2,75.31,0.1
ORD00330,2024-03-08,CUST0082,Furniture,Tables,1330.1,3,74.99,0.2
ORD00331,2024-02-29,CUST0022,Technology,Phones,1425.16,2,143.2,0.1
ORD00332,2025-11-28,CUST0057,Furniture,Chairs,161.84,1,8.96,0.15
ORD00333,2024-09-21,CUST0109,Furniture,Tables,2665.78,6,-89.95,0.2
ORD00334,2025-10-24,CUST0040,Technology,Phones,1087.34,2,173.78,0.25
ORD00335,2025-09-07,CUST0077,Accessories,Mice,795.02,7,28.6,0.25
ORD00336,2024-12-23,CUST0025,Furniture,Storage,1514.1,4,79.97,0.15
ORD00337,2025-07-28,CUST0085,Technology,Monitors,4167.97,6,698.54,0.1
ORD00338,2024-09-24,CUST0083,Office Supplies,Labels,432.41,6,87.16,0.05
ORD00339,2025-11-07,CUST0088,Office Supplies,Envelopes,237.57,3,52.64,0.1
ORD00340,2025-08-20,CUST0060,Furniture,Chairs,2877.77,6,125.59,0.25
ORD00341,2025-06-03,CUST0072,Office Supplies,Labels,553.33,3,177.88,0.0
ORD00342,2025-11-27,CUST0011,Office Supplies,Paper,485.88,3,62.98,0.15
ORD00343,2025-08-22,CUST0018,Furniture,Bookcases,654.68,3,-27.48,0.2
ORD00344,2025-05-27,CUST0078,Technology,Phones,828.48,1,209.5,0.05
ORD00345,2025-08-06,CUST0033,Technology,Printers,2252.07,4,273.7,0.1
ORD00346,2024-01-05,CUST0079,Technology,Laptops,1998.27,4,203.49,0.15
ORD00347,2025-09-21,CUST0067,Office Supplies,Paper,262.07,4,87.74,0.0
ORD00348,2024-11-25,CUST0102,Office Supplies,Binders,890.04,7,240.36,0.05
ORD00349,2024-05-12,CUST0087,Accessories,Headsets,222.67,1,39.84,0.1
ORD00350,2025-03-20,CUST0081,Furniture,Bookcases,1586.09,6,159.79,0.05
ORD00351,2024-01-20,CUST0033,Accessories,Webcams,368.73,2,22.5,0.2
ORD00352,2025-01-19,CUST0034,Furniture,Chairs,1428.64,6,67.44,0.25
ORD00353,2025-12-07,CUST0104,Office Supplies,Binders,115.96,1,29.1,0.05
ORD00354,2024-11-04,CUST0012,Office Supplies,Binders,323.78,4,66.59,0.05
ORD00355,2024-10-16,CUST0059,Accessories,Keyboards,216.8,1,22.33,0.2
ORD00356,2024-10-29,CUST0111,Furniture,Storage,489.43,2,47.16,0.1
ORD00357,2024-04-23,CUST0011,Technology,Laptops,4190.12,7,983.17,0.0
ORD00358,2025-10-21,CUST0110,Technology,Monitors,949.29,2,177.12,0.05
ORD00359,2025-11-24,CUST0100,Accessories,Headsets,139.77,3,35.75,0.0
ORD00360,2024-12-02,CUST0061,Office Supplies,Paper,332.1,3,55.37,0.1
ORD00361,2025-02-13,CUST0100,Technology,Printers,2942.27,4,89.16,0.25
ORD00362,2025-12-13,CUST0029,Technology,Phones,3288.3,6,209.91,0.2
ORD00363,2024-07-04,CUST0104,Office Supplies,Envelopes,835.74,5,18.09,0.25
ORD00364,2024-04-25,CUST0045,Technology,Printers,1759.05,4,147.53,0.25
ORD00365,2025-11-16,CUST0076,Office Supplies,Paper,723.06,7,104.12,0.25
ORD00366,2024-06-01,CUST0090,Furniture,Storage,1423.33,7,228.73,0.05
ORD00367,2024-06-18,CUST0120,Furniture,Storage,477.37,1,15.7,0.2
ORD00368,2024-08-28,CUST0070,Office Supplies,Envelopes,78.06,1,14.68,0.15
ORD00369,2024-04-15,CUST0095,Accessories,Keyboards,934.56,4,13.45,0.2
ORD00370,2025-11-01,CUST0118,Office Supplies,Paper,700.88,6,170.92,0.15
ORD00371,2025-11-03,CUST0091,Office Supplies,Envelopes,326.76,3,83.8,0.1
ORD00372,2025-07-14,CUST0077,Office Supplies,Labels,688.19,5,118.41,0.25
ORD00373,2025-09-17,CUST0058,Furniture,Bookcases,569.38,2,92.0,0.05
ORD00374,2024-02-17,CUST0056,Technology,Printers,3177.4,6,412.44,0.25
ORD00375,2024-01-05,CUST0049,Furniture,Storage,1242.53,5,26.98,0.2
ORD00376,2024-05-11,CUST0082,Accessories,Mice,213.1,1,27.93,0.15
ORD00377,2024-10-07,CUST0093,Office Supplies,Paper,307.16,4,53.38,0.15
ORD00378,2025-12-19,CUST0088,Accessories,Headsets,1266.5,5,254.65,0.05
ORD00379,2025-11-19,CUST0012,Office Supplies,Labels,248.89,2,47.42,0.25
ORD00380,2025-07-29,CUST0078,Office Supplies,Labels,493.47,4,101.9,0.2
ORD00381,2025-06-19,CUST0079,Office Supplies,Binders,162.74,1,41.63,0.05
ORD00382,2024-03-04,CUST0036,Office Supplies,Paper,958.24,6,204.39,0.15
ORD00383,2025-10-24,CUST0086,Accessories,Mice,802.48,5,68.09,0.25
ORD00384,2025-03-02,CUST0076,Accessories,Webcams,2366.07,7,235.61,0.1
ORD00385,2024-08-18,CUST0042,Accessories,Webcams,874.77,6,111.36,0.2
ORD00386,2024-10-28,CUST0084,Office Supplies,Paper,411.94,4,57.55,0.2
ORD00387,2025-07-23,CUST0118,Technology,Monitors,1970.03,3,14.53,0.25
ORD00388,2025-09-03,CUST0030,Technology,Monitors,686.15,1,104.34,0.2
ORD00389,2025-06-22,CUST0117,Technology,Monitors,840.37,2,148.59,0.2
ORD00390,2024-08-06,CUST0071,Technology,Phones,2042.09,6,204.01,0.2
ORD00391,2024-04-27,CUST0069,Office Supplies,Binders,959.67,6,241.89,0.05
ORD00392,2025-01-25,CUST0104,Office Supplies,Labels,878.37,7,126.04,0.2
ORD00393,2025-05-13,CUST0073,Furniture,Storage,547.08,1,86.54,0.0
ORD00394,2025-10-03,CUST0112,Accessories,Keyboards,258.35,1,59.19,0.0
ORD00395,2025-10-24,CUST0079,Office Supplies,Envelopes,805.71,7,142.4,0.1
ORD00396,2024-09-14,CUST0068,Technology,Phones,3636.55,5,303.91,0.15
ORD00397,2025-02-02,CUST0008,Furniture,Chairs,947.6,6,-54.99,0.25
ORD00398,2025-01-01,CUST0012,Office Supplies,Binders,498.68,5,81.13,0.15
ORD00399,2025-04-30,CUST0046,Office Supplies,Binders,331.4,2,52.36,0.2
ORD00400,2025-11-24,CUST0112,Office Supplies,Labels,1010.69,7,256.43,0.2
ORD00401,2025-07-04,CUST0080,Technology,Printers,2200.52,5,529.66,0.1
ORD00402,2024-06-13,CUST0017,Accessories,Mice,254.65,2,8.64,0.2
ORD00403,2025-10-22,CUST0107,Accessories,Webcams,607.16,5,37.38,0.2
ORD00404,2025-11-18,CUST0107,Furniture,Tables,1413.82,6,53.81,0.15
ORD00405,2025-12-11,CUST0105,Office Supplies,Labels,418.29,5,122.8,0.05
ORD00406,2025-12-30,CUST0001,Technology,Phones,3237.06,6,574.85,0.1
ORD00407,2024-11-08,CUST0110,Furniture,Bookcases,1444.75,4,98.24,0.05
ORD00408,2024-03-18,CUST0015,Technology,Laptops,709.12,1,131.58,0.2
ORD00409,2025-07-10,CUST0077,Technology,Monitors,3769.52,5,377.13,0.2
ORD00410,2025-05-28,CUST0024,Furniture,Storage,1969.53,5,11.37,0.2
ORD00411,2025-04-01,CUST0052,Office Supplies,Paper,320.3,2,44.0,0.25
ORD00412,2024-08-12,CUST0064,Accessories,Keyboards,1093.65,7,130.15,0.05
ORD00413,2025-04-25,CUST0118,Office Supplies,Envelopes,616.68,4,106.64,0.2
ORD00414,2025-08-15,CUST0115,Technology,Monitors,3336.98,5,781.26,0.0
ORD00415,2025-06-12,CUST0092,Furniture,Tables,1529.54,4,173.85,0.2
ORD00416,2024-06-18,CUST0065,Accessories,Webcams,318.86,2,34.51,0.1
ORD00417,2025-02-28,CUST0062,Office Supplies,Paper,993.27,7,208.58,0.2
ORD00418,2024-09-06,CUST0034,Office Supplies,Binders,107.23,1,13.93,0.2
ORD00419,2025-06-13,CUST0117,Technology,Phones,1609.23,4,126.41,0.25
ORD00420,2025-04-04,CUST0060,Accessories,Mice,1191.09,5,200.05,0.2
ORD00421,2025-09-30,CUST0012,Office Supplies,Paper,1047.37,6,190.1,0.2
ORD00422,2024-05-15,CUST0096,Technology,Printers,816.41,1,109.45,0.05
ORD00423,2025-06-28,CUST0011,Technology,Laptops,3516.75,5,456.77,0.2
ORD00424,2025-06-18,CUST0037,Accessories,Webcams,818.73,4,62.13,0.15
ORD00425,2025-03-11,CUST0084,Furniture,Chairs,502.52,2,20.37,0.2
ORD00426,2024-01-06,CUST0027,Furniture,Tables,2414.26,6,-14.51,0.15
ORD00427,2025-02-22,CUST0052,Office Supplies,Labels,415.49,3,74.02,0.2
ORD00428,2025-11-27,CUST0028,Furniture,Bookcases,938.69,4,70.42,0.1
ORD00429,2025-08-14,CUST0030,Furniture,Bookcases,635.1,3,81.15,0.0
ORD00430,2024-04-12,CUST0013,Furniture,Tables,437.86,2,10.94,0.25
ORD00431,2024-04-03,CUST0021,Technology,Laptops,1441.36,7,223.27,0.05
ORD00432,2025-02-14,CUST0079,Office Supplies,Envelopes,449.19,5,137.37,0.05
ORD00433,2025-11-03,CUST0078,Furniture,Tables,386.12,7,-1.7,0.25
ORD00434,2025-01-03,CUST0025,Technology,Laptops,1006.65,2,175.27,0.15
ORD00435,2025-06-14,CUST0087,Furniture,Tables,250.42,1,-11.47,0.2
ORD00436,2024-08-19,CUST0057,Furniture,Bookcases,2423.96,5,266.51,0.05
ORD00437,2025-05-30,CUST0032,Technology,Laptops,1444.05,3,111.59,0.2
ORD00438,2025-01-21,CUST0058,Office Supplies,Envelopes,669.49,5,75.74,0.25
ORD00439,2025-05-08,CUST0079,Office Supplies,Binders,157.22,1,31.55,0.25
ORD00440,2025-06-12,CUST0042,Furniture,Bookcases,1962.14,5,52.67,0.25
ORD00441,2025-05-02,CUST0021,Furniture,Tables,1003.9,3,18.49,0.25
ORD00442,2024-08-28,CUST0019,Technology,Phones,1946.03,6,187.88,0.2
ORD00443,2024-03-21,CUST0108,Office Supplies,Binders,858.61,6,163.99,0.0
ORD00444,2025-05-19,CUST0057,Furniture,Bookcases,2438.66,5,219.41,0.1
ORD00445,2024-02-25,CUST0006,Office Supplies,Paper,692.56,5,120.12,0.15
ORD00446,2024-05-03,CUST0074,Office Supplies,Envelopes,1112.84,6,120.48,0.15
ORD00447,2024-07-10,CUST0076,Furniture,Bookcases,1450.24,5,124.87,0.05
ORD00448,2025-01-08,CUST0104,Technology,Monitors,3372.51,7,352.69,0.25
ORD00449,2024-08-29,CUST0026,Technology,Monitors,1691.81,5,322.14,0.05
ORD00450,2025-05-26,CUST0057,Technology,Printers,995.7,2,220.22,0.15
ORD00451,2025-02-11,CUST0045,Office Supplies,Binders,100.34,1,21.69,0.25
ORD00452,2025-01-04,CUST0061,Office Supplies,Labels,314.09,3,71.82,0.0
ORD00453,2025-08-13,CUST0069,Office Supplies,Paper,386.41,5,107.55,0.1
ORD00454,2024-03-21,CUST0065,Furniture,Storage,1283.85,4,-28.92,0.25
ORD00455,2024-03-14,CUST0120,Furniture,Storage,223.26,1,11.43,0.1
ORD00456,2025-01-06,CUST0046,Furniture,Storage,1688.81,6,330.78,0.0
ORD00457,2025-12-18,CUST0062,Technology,Monitors,3476.21,6,309.79,0.15
ORD00458,2025-06-20,CUST0117,Technology,Printers,2096.15,7,462.7,0.15
ORD00459,2025-03-29,CUST0107,Technology,Monitors,3686.47,6,410.38,0.1
ORD00460,2025-04-23,CUST0052,Furniture,Storage,3036.87,7,-66.8,0.25
ORD00461,2025-10-08,CUST0014,Office Supplies,Envelopes,528.56,6,106.61,0.1
ORD00462,2024-04-01,CUST0035,Furniture,Tables,1592.27,4,3.8,0.2
ORD00463,2024-10-20,CUST0109,Office Supplies,Labels,407.29,4,93.05,0.1
ORD00464,2025-09-03,CUST0111,Furniture,Bookcases,371.96,2,26.99,0.15
ORD00465,2025-01-22,CUST0095,Technology,Printers,431.93,2,29.22,0.2
ORD00466,2025-10-26,CUST0013,Office Supplies,Labels,639.77,6,125.16,0.05
ORD00467,2024-10-05,CUST0013,Office Supplies,Envelopes,756.01,6,91.75,0.2
ORD00468,2024-10-02,CUST0115,Accessories,Headsets,424.84,2,40.65,0.15
ORD00469,2025-01-15,CUST0005,Furniture,Storage,911.87,4,59.57,0.05
ORD00470,2025-07-10,CUST0018,Office Supplies,Binders,353.26,4,80.37,0.0
ORD00471,2025-01-29,CUST0017,Office Supplies,Paper,1077.45,7,198.49,0.25
ORD00472,2025-04-29,CUST0098,Furniture,Tables,926.8,4,108.86,0.0
ORD00473,2024-09-16,CUST0082,Office Supplies,Binders,297.69,4,85.91,0.05
ORD00474,2024-11-28,CUST0080,Technology,Printers,195.99,1,35.62,0.0
ORD00475,2025-12-05,CUST0036,Office Supplies,Envelopes,805.96,5,69.05,0.25
ORD00476,2024-03-02,CUST0003,Accessories,Keyboards,602.38,3,80.31,0.05
ORD00477,2025-03-25,CUST0109,Office Supplies,Labels,307.58,6,74.96,0.0
ORD00478,2025-07-09,CUST0037,Furniture,Bookcases,1555.97,6,126.11,0.15
ORD00479,2024-03-11,CUST0057,Office Supplies,Paper,698.31,5,160.26,0.0
ORD00480,2024-01-20,CUST0023,Furniture,Tables,1210.45,5,1.2,0.25
ORD00481,2025-06-20,CUST0063,Office Supplies,Paper,684.32,6,113.79,0.25
ORD00482,2024-02-14,CUST0038,Technology,Laptops,4201.1,7,1103.57,0.05
ORD00483,2025-11-04,CUST0014,Office Supplies,Envelopes,221.75,4,23.98,0.2
ORD00484,2025-11-02,CUST0016,Technology,Phones,2343.83,4,530.08,0.1
ORD00485,2025-01-12,CUST0063,Accessories,Webcams,1251.27,7,181.79,0.0
ORD00486,2025-06-15,CUST0051,Technology,Phones,965.59,1,61.69,0.25
ORD00487,2025-07-25,CUST0028,Office Supplies,Paper,284.86,6,50.51,0.25
ORD00488,2024-06-19,CUST0096,Office Supplies,Binders,998.49,7,139.41,0.2
ORD00489,2025-07-17,CUST0036,Furniture,Bookcases,1249.63,3,91.46,0.1
ORD00490,2025-01-19,CUST0030,Office Supplies,Paper,317.97,7,60.89,0.15
ORD00491,2025-09-02,CUST0090,Technology,Monitors,369.18,1,76.06,0.05
ORD00492,2025-07-20,CUST0077,Furniture,Bookcases,1817.93,5,273.87,0.1
ORD00493,2024-08-26,CUST0045,Technology,Phones,1165.5,3,199.52,0.25
ORD00494,2024-06-26,CUST0047,Furniture,Storage,1645.76,4,78.66,0.2
ORD00495,2024-03-21,CUST0084,Technology,Printers,4616.24,7,304.36,0.15
ORD00496,2025-10-30,CUST0051,Technology,Phones,3640.64,7,673.32,0.1
ORD00497,2024-11-30,CUST0043,Furniture,Tables,1509.07,5,9.6,0.15
ORD00498,2024-08-15,CUST0003,Office Supplies,Binders,710.33,4,62.26,0.2
ORD00499,2024-03-28,CUST0004,Office Supplies,Labels,641.88,4,80.68,0.2
ORD00500,2025-07-28,CUST0115,Furniture,Tables,1884.08,5,138.35,0.15
ORD00501,2024-04-25,CUST0006,Accessories,Keyboards,646.93,6,61.57,0.25
ORD00502,2025-09-23,CUST0100,Furniture,Bookcases,1318.65,7,147.78,0.05
ORD00503,2024-04-25,CUST0041,Furniture,Chairs,1135.0,6,179.78,0.1
ORD00504,2024-11-08,CUST0071,Office Supplies,Binders,417.28,4,81.11,0.2
ORD00505,2025-09-29,CUST0036,Technology,Printers,2543.69,6,395.3,0.25
ORD00506,2024-10-17,CUST0072,Technology,Laptops,1372.89,2,360.51,0.0
ORD00507,2024-04-20,CUST0040,Office Supplies,Labels,98.47,1,10.79,0.2
ORD00508,2025-05-11,CUST0006,Technology,Monitors,2145.85,7,220.55,0.2
ORD00509,2025-06-26,CUST0008,Technology,Phones,1118.45,3,174.39,0.1
ORD00510,2024-03-04,CUST0006,Furniture,Bookcases,2685.66,6,-26.8,0.2
ORD00511,2025-02-06,CUST0072,Technology,Monitors,2734.85,6,82.79,0.25
ORD00512,2025-03-12,CUST0117,Furniture,Tables,1538.87,3,141.34,0.05
ORD00513,2024-05-21,CUST0111,Office Supplies,Paper,255.93,3,76.13,0.05
ORD00514,2024-11-21,CUST0041,Office Supplies,Paper,160.09,1,28.42,0.05
ORD00515,2025-02-25,CUST0086,Office Supplies,Envelopes,431.33,3,122.41,0.1
ORD00516,2024-07-08,CUST0069,Technology,Phones,460.15,1,106.38,0.05
ORD00517,2025-01-02,CUST0004,Technology,Laptops,552.63,1,58.09,0.25
ORD00518,2025-05-18,CUST0086,Technology,Printers,2629.55,4,467.74,0.0
ORD00519,2025-11-18,CUST0039,Accessories,Mice,271.46,2,44.47,0.2
ORD00520,2024-09-09,CUST0032,Furniture,Storage,1014.36,4,36.74,0.1
ORD00521,2025-06-17,CUST0070,Accessories,Keyboards,296.73,1,48.01,0.2
ORD00522,2025-07-25,CUST0117,Accessories,Keyboards,398.25,4,31.43,0.15
ORD00523,2025-04-17,CUST0085,Office Supplies,Labels,304.38,2,52.53,0.05
ORD00524,2025-05-27,CUST0010,Office Supplies,Binders,105.52,1,26.37,0.15
ORD00525,2025-04-09,CUST0022,Furniture,Tables,2459.18,5,315.48,0.1
ORD00526,2024-05-06,CUST0047,Accessories,Mice,330.81,1,38.85,0.15
ORD00527,2025-01-22,CUST0085,Accessories,Mice,742.01,5,37.49,0.25
ORD00528,2024-07-02,CUST0021,Technology,Phones,5174.12,7,956.72,0.15
ORD00529,2024-07-26,CUST0096,Technology,Phones,379.31,1,43.4,0.2
ORD00530,2024-08-31,CUST0043,Office Supplies,Envelopes,138.13,2,25.01,0.2
ORD00531,2025-09-26,CUST0071,Accessories,Headsets,1463.14,6,60.33,0.25
ORD00532,2025-11-14,CUST0045,Technology,Laptops,1761.05,5,289.29,0.15
ORD00533,2025-09-17,CUST0025,Technology,Monitors,1070.18,6,169.15,0.15
ORD00534,2024-04-05,CUST0117,Furniture,Chairs,3179.42,7,87.29,0.15
ORD00535,2024-05-17,CUST0096,Technology,Printers,355.1,1,51.32,0.25
ORD00536,2025-05-10,CUST0070,Technology,Laptops,3506.19,6,421.37,0.2
ORD00537,2024-05-12,CUST0032,Technology,Monitors,4770.09,5,954.87,0.05
ORD00538,2024-07-17,CUST0038,Technology,Monitors,484.92,1,69.77,0.05
ORD00539,2024-02-16,CUST0043,Accessories,Webcams,716.7,3,79.65,0.25
ORD00540,2024-11-03,CUST0084,Office Supplies,Labels,390.28,5,45.48,0.15
ORD00541,2024-06-28,CUST0059,Office Supplies,Binders,233.41,2,67.89,0.0
ORD00542,2025-07-03,CUST0083,Furniture,Storage,1377.74,3,119.51,0.2
ORD00543,2025-07-22,CUST0021,Office Supplies,Labels,510.98,5,103.44,0.1
ORD00544,2024-12-13,CUST0029,Technology,Laptops,1927.5,4,314.7,0.2
ORD00545,2025-12-23,CUST0016,Office Supplies,Labels,894.27,7,203.96,0.05
ORD00546,2024-08-09,CUST0105,Office Supplies,Labels,491.81,5,151.35,0.0
ORD00547,2025-05-27,CUST0067,Technology,Printers,1475.53,2,213.53,0.1
ORD00548,2024-07-29,CUST0094,Accessories,Mice,1646.38,6,143.94,0.1
ORD00549,2024-12-07,CUST0074,Office Supplies,Binders,619.13,4,188.79,0.0
ORD00550,2024-11-24,CUST0111,Furniture,Tables,471.45,2,53.37,0.0
ORD00551,2024-01-16,CUST0103,Technology,Laptops,1591.94,5,306.92,0.1
ORD00552,2025-08-10,CUST0113,Office Supplies,Labels,138.39,2,44.81,0.0
ORD00553,2024-04-18,CUST0019,Furniture,Chairs,2431.94,4,41.62,0.2
ORD00554,2025-09-23,CUST0091,Office Supplies,Envelopes,409.39,3,90.65,0.2
ORD00555,2025-08-04,CUST0001,Accessories,Webcams,294.59,2,27.6,0.1
ORD00556,2025-04-26,CUST0101,Office Supplies,Envelopes,252.33,2,69.55,0.1
ORD00557,2024-11-28,CUST0093,Office Supplies,Labels,555.25,4,102.44,0.05
ORD00558,2025-06-04,CUST0057,Furniture,Tables,410.7,1,68.06,0.0
ORD00559,2025-08-27,CUST0035,Office Supplies,Envelopes,411.1,4,87.92,0.0
ORD00560,2025-03-21,CUST0010,Office Supplies,Envelopes,174.67,5,39.37,0.0
ORD00561,2024-04-27,CUST0061,Office Supplies,Envelopes,695.97,5,94.79,0.1
ORD00562,2025-12-02,CUST0016,Technology,Laptops,2677.0,7,635.88,0.0
ORD00563,2024-05-30,CUST0022,Office Supplies,Binders,948.78,6,215.75,0.05
ORD00564,2025-08-06,CUST0044,Accessories,Headsets,1157.93,7,146.89,0.1
ORD00565,2024-05-10,CUST0089,Office Supplies,Envelopes,1370.24,7,186.12,0.25
ORD00566,2024-10-15,CUST0109,Accessories,Keyboards,1031.16,7,103.41,0.25
ORD00567,2025-11-09,CUST0075,Furniture,Tables,389.94,2,16.37,0.15
ORD00568,2024-05-17,CUST0088,Accessories,Mice,203.47,1,20.26,0.15
ORD00569,2025-10-19,CUST0043,Technology,Phones,2775.74,7,357.63,0.15
ORD00570,2025-07-19,CUST0075,Furniture,Storage,1690.61,7,30.04,0.2
ORD00571,2025-02-24,CUST0096,Office Supplies,Labels,543.0,5,85.1,0.1
ORD00572,2024-05-25,CUST0094,Furniture,Chairs,1412.64,6,167.24,0.15
ORD00573,2024-09-08,CUST0065,Furniture,Chairs,700.51,4,23.66,0.2
ORD00574,2024-12-17,CUST0091,Furniture,Chairs,1680.08,5,33.19,0.25
ORD00575,2024-10-23,CUST0101,Furniture,Bookcases,761.31,2,78.04,0.2
ORD00576,2025-08-09,CUST0099,Office Supplies,Paper,123.61,1,30.13,0.15
ORD00577,2024-09-15,CUST0112,Furniture,Bookcases,663.28,2,20.43,0.2
ORD00578,2025-11-05,CUST0096,Office Supplies,Paper,118.4,4,32.66,0.05
ORD00579,2024-03-27,CUST0020,Accessories,Headsets,608.54,2,88.19,0.15
ORD00580,2025-10-14,CUST0031,Technology,Printers,538.41,2,100.9,0.0
ORD00581,2024-11-04,CUST0101,Furniture,Storage,933.29,4,45.41,0.25
ORD00582,2024-01-13,CUST0070,Technology,Printers,1077.38,3,117.87,0.25
ORD00583,2025-03-18,CUST0089,Technology,Monitors,2276.93,5,636.05,0.0
ORD00584,2025-11-22,CUST0015,Office Supplies,Envelopes,826.63,6,130.34,0.25
ORD00585,2025-11-19,CUST0031,Technology,Laptops,847.49,1,167.09,0.15
ORD00586,2024-07-16,CUST0005,Office Supplies,Labels,113.17,1,33.57,0.05
ORD00587,2024-03-29,CUST0095,Office Supplies,Binders,1086.49,7,294.87,0.05
ORD00588,2024-10-28,CUST0035,Office Supplies,Labels,561.44,4,94.98,0.15
ORD00589,2024-09-20,CUST0059,Office Supplies,Labels,186.52,2,37.18,0.0
ORD00590,2025-03-27,CUST0108,Office Supplies,Paper,167.47,1,37.4,0.15
ORD00591,2024-08-11,CUST0105,Office Supplies,Envelopes,487.06,5,144.81,0.0
ORD00592,2024-01-20,CUST0030,Office Supplies,Envelopes,562.66,4,162.96,0.1
ORD00593,2025-08-11,CUST0059,Furniture,Storage,266.43,1,9.85,0.25
ORD00594,2024-01-04,CUST0048,Office Supplies,Paper,351.41,4,75.78,0.1
ORD00595,2025-10-09,CUST0004,Furniture,Chairs,1943.21,6,100.53,0.15
ORD00596,2024-06-29,CUST0052,Furniture,Tables,377.93,5,47.66,0.0
ORD00597,2025-10-09,CUST0026,Furniture,Chairs,988.03,4,9.98,0.2
ORD00598,2025-05-26,CUST0092,Furniture,Bookcases,1770.73,5,248.7,0.1
ORD00599,2025-02-19,CUST0102,Office Supplies,Binders,166.74,1,31.35,0.2
ORD00600,2024-02-07,CUST0083,Office Supplies,Binders,585.43,6,152.61,0.0
ORD00601,2024-06-25,CUST0008,Office Supplies,Binders,405.7,6,112.35,0.05
ORD00602,2024-04-26,CUST0055,Technology,Laptops,2832.45,4,492.69,0.1
ORD00603,2024-11-28,CUST0055,Accessories,Webcams,208.42,1,45.41,0.05
ORD00604,2024-03-05,CUST0023,Office Supplies,Labels,137.54,1,26.14,0.05
ORD00605,2024-05-16,CUST0058,Accessories,Keyboards,263.18,1,27.31,0.15
ORD00606,2025-12-24,CUST0117,Technology,Laptops,2794.33,6,414.5,0.15
ORD00607,2025-06-19,CUST0093,Technology,Monitors,1892.71,4,347.34,0.05
ORD00608,2025-10-04,CUST0082,Office Supplies,Binders,902.18,7,172.03,0.0
ORD00609,2025-07-06,CUST0063,Accessories,Headsets,638.77,5,99.94,0.05
ORD00610,2025-05-24,CUST0011,Technology,Printers,1892.24,2,294.55,0.05
ORD00611,2024-02-14,CUST0026,Furniture,Storage,406.67,1,45.32,0.15
ORD00612,2025-03-31,CUST0111,Technology,Phones,3359.14,5,686.06,0.05
ORD00613,2024-08-30,CUST0039,Furniture,Chairs,1582.1,6,0.14,0.2
ORD00614,2024-08-09,CUST0041,Accessories,Mice,1105.22,5,126.77,0.25
ORD00615,2024-05-10,CUST0118,Technology,Monitors,462.27,1,81.14,0.15
ORD00616,2024-10-29,CUST0074,Office Supplies,Paper,475.9,5,92.8,0.2
ORD00617,2025-02-25,CUST0049,Accessories,Keyboards,1520.36,7,204.33,0.15
ORD00618,2024-09-10,CUST0048,Office Supplies,Paper,121.85,3,23.91,0.2
ORD00619,2024-02-11,CUST0008,Furniture,Chairs,1917.16,4,-36.15,0.25
ORD00620,2024-03-26,CUST0044,Furniture,Tables,2480.99,5,292.33,0.1
ORD00621,2024-01-17,CUST0106,Office Supplies,Binders,383.82,4,71.85,0.2
ORD00622,2025-12-21,CUST0109,Furniture,Tables,1230.16,4,227.07,0.0
ORD00623,2025-06-27,CUST0044,Technology,Monitors,376.49,1,27.46,0.2
ORD00624,2025-09-27,CUST0073,Office Supplies,Binders,482.33,3,160.04,0.0
ORD00625,2025-01-09,CUST0053,Furniture,Chairs,686.66,3,87.3,0.05
ORD00626,2025-10-26,CUST0038,Furniture,Chairs,603.07,4,9.77,0.25
ORD00627,2025-05-30,CUST0110,Furniture,Bookcases,2807.68,6,-57.09,0.2
ORD00628,2025-04-07,CUST0070,Technology,Monitors,3081.45,5,640.51,0.0
ORD00629,2024-03-23,CUST0050,Accessories,Keyboards,865.84,4,99.83,0.1
ORD00630,2024-07-28,CUST0106,Technology,Phones,1702.59,5,439.23,0.05
ORD00631,2024-10-25,CUST0021,Furniture,Chairs,576.28,2,39.03,0.25
ORD00632,2025-05-12,CUST0086,Office Supplies,Labels,604.57,5,116.7,0.2
ORD00633,2024-09-23,CUST0049,Office Supplies,Paper,268.09,2,69.84,0.1
ORD00634,2025-12-29,CUST0079,Accessories,Mice,974.71,5,71.21,0.25
ORD00635,2024-02-12,CUST0102,Technology,Laptops,1228.57,3,177.1,0.25
ORD00636,2024-05-31,CUST0095,Furniture,Bookcases,1114.86,3,219.69,0.0
ORD00637,2025-04-14,CUST0055,Furniture,Tables,776.12,3,36.63,0.25
ORD00638,2025-08-10,CUST0102,Furniture,Bookcases,2123.15,6,107.22,0.25
ORD00639,2024-05-22,CUST0014,Furniture,Chairs,1706.1,6,77.98,0.15
